0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,cry_type
-303.52203369140625,28.625192642211914,-41.92399215698242,11.03619384765625,-54.666358947753906,25.68219757080078,-11.044599533081055,-6.616596221923828,-5.2556915283203125,-9.441169738769531,-14.112906455993652,-2.9811766147613525,1.635009765625,0.52010577917099,0.44371774792671204,0.36408543586730957,0.32024437189102173,0.31681331992149353,0.373505562543869,0.42598479986190796,0.3208921551704407,0.2685168981552124,0.29911258816719055,0.3368486166000366,0.4144760072231293,26.928846593792922,9.733930747401532,14.597831543467512,18.93758686830187,21.938313706611865,21.163265455861787,23.69824835402226,0.2983127170138889,belly_pain
-303.2865295410156,57.47052764892578,-3.897273302078247,-3.6200900077819824,-22.772476196289062,2.993504047393799,-11.351922988891602,-14.61264705657959,-28.033193588256836,-2.375576972961426,-10.98038387298584,5.603648662567139,1.424867868423462,0.18768858909606934,0.1865687072277069,0.23113785684108734,0.3213658332824707,0.3412347137928009,0.31865638494491577,0.35532864928245544,0.3982912003993988,0.501476526260376,0.5115336775779724,0.3557281792163849,0.19298294186592102,25.961911120706386,13.524471303899968,15.625314584930656,17.809941060846256,18.74068111077236,17.895771483015398,19.033589835429456,0.21223659690366972,belly_pain
-239.97352600097656,19.460601806640625,-25.533910751342773,-16.448623657226562,-19.37860679626465,-11.19351577758789,-21.968481063842773,-10.154884338378906,-16.29387855529785,-4.471653938293457,-2.4285240173339844,6.2981977462768555,-7.384389400482178,0.32330721616744995,0.30194833874702454,0.2684037685394287,0.2507457435131073,0.29555901885032654,0.3194586932659149,0.34128740429878235,0.4021792411804199,0.4731801152229309,0.529119074344635,0.5715916752815247,0.3483506143093109,10.200928218861408,12.30088017708673,13.285575720323827,17.455893854758695,18.363944135283297,18.57776853445064,18.19686110680581,0.3201393821022727,belly_pain
-251.53402709960938,-11.82138729095459,-54.3231086730957,-6.636455059051514,-14.840373039245605,9.444463729858398,-25.30353355407715,3.6042184829711914,-15.694830894470215,-6.615175247192383,-3.269646406173706,7.347609996795654,4.958764553070068,0.25881657004356384,0.2674119770526886,0.3409302234649658,0.4486944377422333,0.3516714870929718,0.3345656096935272,0.2940689027309418,0.29609882831573486,0.32879936695098877,0.32426419854164124,0.2970377504825592,0.23855291306972504,26.348282058037487,10.244189407468278,13.081799693886408,20.36135686148834,21.44204025572049,20.825348922372765,22.006876449943732,0.38395334404205606,belly_pain
-197.4916229248047,-28.51447105407715,-62.22749328613281,-15.014233589172363,-14.98099422454834,16.254419326782227,-28.146575927734375,4.547149181365967,-16.77309226989746,-11.457951545715332,1.6232517957687378,11.589241027832031,4.917679309844971,0.16343562304973602,0.21818621456623077,0.31895482540130615,0.4545678496360779,0.48270362615585327,0.3863455057144165,0.21113674342632294,0.19514913856983185,0.30269864201545715,0.28866711258888245,0.2288268655538559,0.23490998148918152,25.008555084060824,10.56449460048178,13.061386610149178,18.70187370210664,21.381791376288387,21.257724030615687,22.52584803591297,0.4272232768691589,belly_pain
-48.0241813659668,-67.31608581542969,-35.05551528930664,1.9062962532043457,-26.182191848754883,15.687546730041504,-39.6634521484375,10.161190032958984,-8.019353866577148,-13.513211250305176,-5.074637413024902,3.2686846256256104,-3.407992124557495,0.26004233956336975,0.48719340562820435,0.6432005167007446,0.59746915102005,0.5190496444702148,0.37517252564430237,0.22599172592163086,0.1487136334180832,0.1030397117137909,0.08563645929098129,0.050127848982810974,0.09083301573991776,25.258753514791067,9.742037570627373,13.213651918654522,17.488996228647622,17.80874647385623,20.580708633531174,22.493426555683506,0.5503614193925234,belly_pain
-78.3475341796875,-62.096065521240234,-29.125001907348633,-16.69986343383789,-8.410231590270996,11.04984188079834,-29.987730026245117,4.127788543701172,-5.343027114868164,-3.182529926300049,-6.297068119049072,-0.089377760887146,-5.571545600891113,0.19678077101707458,0.2275056689977646,0.40235599875450134,0.460195928812027,0.5218856930732727,0.5604606866836548,0.4071086347103119,0.23939645290374756,0.19978231191635132,0.16496293246746063,0.17766839265823364,0.24238072335720062,24.731820509104264,10.914355572450777,13.27266162146836,18.423645202696946,21.09229778910731,19.555718720288866,20.898028295471168,0.5007533482142857,burping
-244.29286193847656,6.132692813873291,-17.209030151367188,12.804328918457031,-22.700592041015625,-5.888943195343018,-9.204924583435059,-19.1346378326416,-16.58855438232422,0.8215065002441406,10.024014472961426,3.861806631088257,-15.538313865661621,0.4489869773387909,0.28261125087738037,0.24158772826194763,0.23459941148757935,0.2375410497188568,0.23154479265213013,0.2168402224779129,0.17616263031959534,0.23796848952770233,0.43392470479011536,0.5019693374633789,0.5779326558113098,11.755895725467719,12.455930183839731,14.404764307408641,20.38709081232738,22.534582957572937,21.30485712697418,18.85760160147874,0.3253329190340909,burping
-256.44207763671875,39.80732345581055,-26.92972755432129,-1.7538068294525146,-16.31790542602539,-4.146805763244629,-18.401935577392578,-11.76208782196045,-14.321111679077148,-9.835013389587402,-15.583280563354492,-13.639264106750488,-14.070639610290527,0.7315651178359985,0.7475847601890564,0.6950250864028931,0.5861087441444397,0.7014792561531067,0.6018624305725098,0.5147388577461243,0.5644421577453613,0.5692617893218994,0.5496053695678711,0.6301618814468384,0.6594434976577759,15.06176574234426,15.56763530964767,14.207782949972431,14.053473419263463,15.049692661429756,14.22682667213977,16.099202390362752,0.2570090553977273,burping
-170.4443359375,6.442544937133789,-26.765911102294922,-11.608746528625488,-28.526161193847656,1.1349232196807861,-17.313753128051758,-4.890040874481201,-9.223733901977539,0.5205565094947815,-4.149720668792725,-1.406511664390564,-5.517352104187012,0.40549176931381226,0.38153475522994995,0.42915669083595276,0.4253382980823517,0.47275063395500183,0.5247384905815125,0.4226921796798706,0.3787977993488312,0.42112401127815247,0.4980686902999878,0.5194068551063538,0.44011610746383667,12.363027891766656,12.44093402676575,13.82649907301767,15.840867618064218,16.72769830568111,18.068781059088973,19.03293996657598,0.31985529119318185,burping
-97.71746826171875,-22.162702560424805,-46.88414001464844,1.996503472328186,-11.737105369567871,13.064218521118164,-21.046947479248047,-3.8994858264923096,-13.175087928771973,7.844784259796143,0.46236544847488403,-0.598698079586029,-2.5645394325256348,0.5355210900306702,0.3844805955886841,0.278556764125824,0.29514482617378235,0.35334309935569763,0.3239772915840149,0.3150715231895447,0.3264925479888916,0.3620641827583313,0.3951158821582794,0.3799183964729309,0.4742584526538849,11.661662978079406,11.261226433549089,12.221659076547498,15.097557219900969,18.404209516015566,17.15849235313186,20.152240422266114,0.352294921875,burping
-201.3834991455078,5.318206787109375,12.172520637512207,-7.333104133605957,-26.83966827392578,-1.2787644863128662,-21.329456329345703,-4.102328300476074,-20.667280197143555,-9.508520126342773,-12.13640022277832,-4.940461158752441,-13.537626266479492,0.3425729274749756,0.38549870252609253,0.5110568404197693,0.5651953220367432,0.5259766578674316,0.5140683054924011,0.5818638801574707,0.6197231411933899,0.5228550434112549,0.40012818574905396,0.3788798153400421,0.3426886200904846,12.531428342017206,12.867379187335564,12.821959665550576,14.6224009422566,16.588966638565815,15.772801212076816,17.867791780519514,0.36385387073863634,burping
-58.63268280029297,-29.323928833007812,-24.942781448364258,8.811625480651855,-51.68341827392578,-8.687796592712402,-18.074026107788086,2.801449775695801,-22.756248474121094,4.781372547149658,-10.288052558898926,10.932061195373535,1.3109875917434692,0.19966109097003937,0.17662964761257172,0.21266822516918182,0.3074915111064911,0.40333712100982666,0.39522597193717957,0.4036770761013031,0.411460816860199,0.3370358645915985,0.38358554244041443,0.3143726885318756,0.24947647750377655,24.724245721678706,10.410446451459494,14.859087512680672,22.256771820614254,21.881459698362864,20.089765419685232,23.885343244879493,0.3601951228762136,burping
-281.94488525390625,62.381832122802734,-11.110167503356934,-23.756263732910156,-27.092388153076172,-25.375032424926758,-17.00786590576172,-16.801258087158203,-16.200719833374023,0.6485215425491333,-5.831745624542236,3.4149630069732666,3.6910693645477295,0.19589541852474213,0.18083862960338593,0.1730009913444519,0.14002348482608795,0.2396547794342041,0.41509971022605896,0.49716508388519287,0.5568584203720093,0.29385244846343994,0.19587424397468567,0.1501077115535736,0.19008615612983704,11.759688303899116,13.2413149407096,17.545172911803803,23.979135432046213,23.13875967303547,19.326888242254753,17.85299085802339,0.1163973721590909,burping
-92.71484375,19.822572708129883,-47.35085678100586,-30.24519920349121,-21.855501174926758,-8.129131317138672,-14.099006652832031,-8.989730834960938,-17.49272918701172,-0.15256066620349884,7.399752140045166,7.6918768882751465,-6.398168563842773,0.26483574509620667,0.2559334337711334,0.24070318043231964,0.2212192416191101,0.22060254216194153,0.2587897777557373,0.31637635827064514,0.28137513995170593,0.3526071012020111,0.3796205222606659,0.35640206933021545,0.33703577518463135,12.56034101088867,10.574420258483528,13.846575338835004,19.35623072461699,21.903758140894624,17.42596003096688,17.326515361694664,0.2116299715909091,discomfort
-222.32118225097656,47.69840621948242,-14.204706192016602,-16.141008377075195,-16.002704620361328,-6.531806945800781,-27.30660057067871,-18.704126358032227,-25.89895248413086,-13.571667671203613,-17.019886016845703,-4.239911079406738,-11.713736534118652,0.3114129900932312,0.2917957007884979,0.3781967759132385,0.40753743052482605,0.3003444969654083,0.3878481984138489,0.6076130270957947,0.3543270528316498,0.3962691128253937,0.33467456698417664,0.38250628113746643,0.30929481983184814,11.563855342516266,23.891710533366872,17.79173494109952,20.091003892626862,18.796500249975175,17.675223729274197,20.01288445137304,0.22901722301136362,discomfort
-149.15670776367188,-11.770669937133789,-21.44487762451172,-9.719736099243164,-10.356514930725098,3.545459747314453,-10.622264862060547,-3.8730292320251465,-8.362361907958984,1.6531790494918823,-14.820685386657715,3.046785831451416,8.083806991577148,0.2941637933254242,0.41325655579566956,0.4881622791290283,0.3452520966529846,0.2721632122993469,0.3436063230037689,0.34896519780158997,0.395224392414093,0.36372458934783936,0.34787532687187195,0.301138311624527,0.2877783179283142,14.321513149632935,10.416928298549983,13.272970977123924,19.328468173908878,21.020603560792722,18.53387522224275,18.838582135298335,0.32208362926136364,discomfort
-260.47357177734375,21.546096801757812,-14.384734153747559,-13.504374504089355,-25.66872787475586,-4.72769832611084,-14.491759300231934,-12.138602256774902,-13.388697624206543,-6.726487159729004,-13.667649269104004,-2.6921322345733643,-3.6858417987823486,0.3691370189189911,0.35705098509788513,0.37773844599723816,0.33814024925231934,0.3147910237312317,0.36880922317504883,0.47167885303497314,0.4345150887966156,0.45941945910453796,0.45819514989852905,0.3832138776779175,0.4241822063922882,11.592303162674002,13.586376543803842,14.358964702421769,17.65982614770702,19.318003745066672,17.50448370045915,17.957827316454054,0.27453835227272727,discomfort
-131.2797088623047,21.205909729003906,-34.53460693359375,-33.751319885253906,-33.04423904418945,5.839946269989014,-20.564889907836914,-2.1414170265197754,-11.258944511413574,-2.2738287448883057,-4.568615913391113,3.843930244445801,8.313220024108887,0.2982203960418701,0.2866823077201843,0.36948081851005554,0.3835832476615906,0.3313747048377991,0.3387569785118103,0.39847081899642944,0.4853782653808594,0.4611276090145111,0.36953553557395935,0.3255837559700012,0.3012096881866455,12.516944063357352,12.680404794658873,13.141268838549033,19.44531102656853,20.411732241851315,17.51408963768642,19.68916646630391,0.25512251420454546,discomfort
-54.086891174316406,2.185516357421875,-43.18614196777344,-25.630796432495117,-28.370182037353516,9.276162147521973,-20.421064376831055,1.9852937459945679,-10.195062637329102,2.7136406898498535,-3.836108684539795,3.431431770324707,10.172958374023438,0.27210167050361633,0.2788485884666443,0.41233184933662415,0.39139923453330994,0.33135324716567993,0.3894963264465332,0.3874722421169281,0.4225314259529114,0.3628479242324829,0.2867729663848877,0.2599303722381592,0.27228817343711853,13.8152157699987,10.879571511353355,13.01177019494896,20.212631889861854,21.054205833192665,18.053446703945678,20.972737756399336,0.29535688920454545,discomfort
-185.0183563232422,28.312467575073242,-7.688592910766602,7.803135395050049,-12.741518020629883,2.0329651832580566,-3.5759401321411133,-19.9948673248291,-14.438426971435547,-12.596196174621582,-11.326845169067383,2.7432618141174316,-8.864108085632324,0.4862110912799835,0.3514968752861023,0.2939525246620178,0.27534574270248413,0.3456553518772125,0.37339505553245544,0.33017686009407043,0.34246769547462463,0.4093085825443268,0.43856096267700195,0.3957950472831726,0.442033588886261,13.57821960831472,12.806335519558838,13.31290425481599,17.835215684447167,19.451214221893782,19.065317107191724,17.70491618604352,0.2983975497159091,discomfort
-151.32699584960938,39.3098258972168,-45.877891540527344,-12.443055152893066,-37.64921569824219,-6.565715789794922,-3.2120378017425537,-7.274230480194092,-0.08523693680763245,2.608938694000244,-13.056903839111328,-4.674004077911377,-11.347643852233887,0.4173070192337036,0.41380414366722107,0.4171556830406189,0.4542449116706848,0.3816552758216858,0.34723037481307983,0.3220677673816681,0.3880552351474762,0.3931111693382263,0.3650485575199127,0.3705770671367645,0.43127375841140747,26.483520577282743,11.860188310968187,14.23860557332195,20.176318586376947,20.047319547730165,18.418233380474994,16.78962973519013,0.25424107142857144,discomfort
-78.56251525878906,-9.548762321472168,-70.9514389038086,-1.1109013557434082,-16.634151458740234,8.628813743591309,-21.436492919921875,-6.688371181488037,-0.06268539279699326,-0.7181365489959717,4.443070411682129,-5.997079849243164,-10.875303268432617,0.32696333527565,0.29133811593055725,0.3047042191028595,0.33617836236953735,0.2306469827890396,0.18949292600154877,0.1428159922361374,0.16510753333568573,0.27036693692207336,0.2549682557582855,0.22958806157112122,0.29057765007019043,21.60438341554921,10.436354512595448,14.153173513861795,21.55429278813286,25.240187645837835,21.59330142109573,20.889330944627936,0.2903134300595238,discomfort
-345.51239013671875,43.545169830322266,-28.245403289794922,-12.453754425048828,-28.273025512695312,-2.3870351314544678,-13.473050117492676,-10.933883666992188,-14.185173034667969,-12.758370399475098,-13.955122947692871,-12.456149101257324,-14.469925880432129,0.4412781894207001,0.4575861394405365,0.4576742947101593,0.4412769377231598,0.5267975330352783,0.5208103656768799,0.6215543746948242,0.5488343834877014,0.57011479139328,0.5114662051200867,0.4399157762527466,0.4653798043727875,11.951088556348168,14.99364658203562,14.398168060551626,14.523155646828718,16.005597406543913,15.607728151141382,16.778187192136222,0.2364169034090909,discomfort
-314.3143005371094,36.1910285949707,-5.270711898803711,-0.3821505606174469,-13.485686302185059,-11.599170684814453,-18.936613082885742,-12.767104148864746,-15.649128913879395,-11.513749122619629,-8.815035820007324,-7.151432514190674,-15.776742935180664,0.5346053242683411,0.563530445098877,0.5393065214157104,0.511798083782196,0.5167677402496338,0.46710824966430664,0.5164660215377808,0.5183008909225464,0.4762820601463318,0.5170144438743591,0.5274810194969177,0.5446829199790955,13.895661871005444,13.820474889432955,13.17535403512979,14.688181774715076,17.014780123942,17.207808923648564,16.457230325012368,0.24208540482954546,discomfort
-150.86990356445312,-19.79717445373535,-5.597549915313721,0.049229931086301804,-9.170202255249023,1.0863078832626343,-15.89197063446045,-2.9505600929260254,1.9549281597137451,0.32124578952789307,-9.142361640930176,-3.4683234691619873,-12.408079147338867,0.40164071321487427,0.41696617007255554,0.42981499433517456,0.3777526617050171,0.28592827916145325,0.27771690487861633,0.2224740982055664,0.2096583992242813,0.2009006142616272,0.2735949754714966,0.23617033660411835,0.24391552805900574,12.038614027468192,12.349965027930512,15.529730081773534,19.0971639259373,20.10722935996996,20.46155790617483,20.307566684295626,0.4299538352272727,discomfort
-222.48097229003906,106.59268188476562,-2.445993661880493,7.357970714569092,-19.8787841796875,2.573098659515381,-10.899930953979492,11.729693412780762,-12.498250007629395,3.451673984527588,-14.000092506408691,0.6060935258865356,-9.115724563598633,0.3444654643535614,0.46945253014564514,0.364035040140152,0.3149254024028778,0.25793060660362244,0.26144033670425415,0.35563570261001587,0.3314908742904663,0.331827312707901,0.2975512742996216,0.3346302807331085,0.2965313196182251,32.98915375588258,13.71790741231999,14.204222120683365,17.243717407179442,20.434961005822586,17.102505539394944,20.17702154382545,0.11810076678240741,discomfort
-415.9891357421875,82.61309051513672,7.484903812408447,3.9459762573242188,-27.08070945739746,10.00117015838623,-17.231170654296875,-1.5277988910675049,-12.131385803222656,-5.606011867523193,-5.523251056671143,-6.887434482574463,1.9449615478515625,0.13090360164642334,0.298467218875885,0.21478872001171112,0.11304806172847748,0.1862500011920929,0.20561166107654572,0.49993279576301575,0.36441460251808167,0.30873146653175354,0.26518386602401733,0.18255625665187836,0.12739363312721252,30.62505475161027,12.237784766963264,15.987619424048816,21.962656030078083,21.486439497340402,18.02878067760787,20.970831307618333,0.13522702838302753,discomfort
-337.9720764160156,121.29639434814453,-52.74235916137695,9.147029876708984,-16.70753288269043,-17.82726287841797,-6.323812007904053,-0.6057846546173096,-7.763031959533691,-12.792732238769531,-16.207895278930664,-0.7601608633995056,6.273743629455566,0.1649237424135208,0.17578265070915222,0.24397701025009155,0.3190334439277649,0.36192116141319275,0.3906702399253845,0.49019017815589905,0.45218080282211304,0.4927484393119812,0.37679603695869446,0.19798053801059723,0.16920092701911926,29.013447987236866,9.533307755934752,12.645069174538456,21.006027620480193,22.39535337437761,24.122939638348353,17.453215317890777,0.124267578125,discomfort
-422.9921875,106.55255126953125,-27.649381637573242,6.959761619567871,-11.017356872558594,-13.697442054748535,-10.69233226776123,9.14149284362793,0.7432524561882019,-10.615111351013184,-11.700102806091309,-9.82508659362793,-10.805085182189941,0.3165053129196167,0.333425372838974,0.44369277358055115,0.47557753324508667,0.560504138469696,0.6136040687561035,0.45688101649284363,0.4211297929286957,0.4174778461456299,0.2847191095352173,0.2232235223054886,0.3034007251262665,28.730372592255364,9.834973597788917,15.820530221763834,16.1249467107348,18.80001125810771,20.684058483432953,16.74134485057022,0.12612123842592593,discomfort
-293.5322570800781,100.38008117675781,-58.37349319458008,1.4561586380004883,-40.30678176879883,-22.655345916748047,-5.276891708374023,-6.994253158569336,-1.9810150861740112,-6.6434149742126465,-18.037796020507812,-5.967915058135986,-0.4391503632068634,0.16774104535579681,0.20618797838687897,0.32290413975715637,0.40170714259147644,0.3329724669456482,0.41677623987197876,0.4477485418319702,0.407857209444046,0.3055086135864258,0.19182045757770538,0.14082840085029602,0.18826904892921448,27.49913847668516,10.934016744039535,15.58556910730944,20.261264963777094,21.89036666739891,21.849338487310106,18.469854408222805,0.1416558159722222,discomfort
-360.9740905761719,101.45478820800781,-54.19203186035156,11.08927059173584,-4.4152445793151855,-16.562543869018555,-9.532222747802734,3.105077028274536,-5.8607258796691895,-10.071419715881348,-11.183378219604492,-12.269044876098633,-9.43604850769043,0.2623612880706787,0.3270220160484314,0.44195663928985596,0.38410288095474243,0.36829471588134766,0.5578525066375732,0.5176863074302673,0.5879356861114502,0.4032239317893982,0.22548158466815948,0.17966118454933167,0.22437447309494019,27.783396866170445,10.406057655660138,16.29477383199985,17.535843372382523,18.5591832977636,23.129569053752796,18.015379402396558,0.1499565972222222,discomfort
-256.9288330078125,120.10926818847656,-66.33599853515625,2.277684450149536,-42.99770736694336,-23.339309692382812,-2.322166919708252,-5.879480361938477,-1.859375,-2.375474691390991,-16.826765060424805,-4.750281810760498,-5.760447025299072,0.2286725789308548,0.29809829592704773,0.4692944884300232,0.4078861474990845,0.32942336797714233,0.41271403431892395,0.43039706349372864,0.2859136164188385,0.1785116344690323,0.14739570021629333,0.16417843103408813,0.2196434736251831,29.304580962666446,10.087206601772387,14.471081119946701,19.85114209703324,22.063990478100056,22.740706631343212,18.09841281603198,0.13676848234953703,discomfort
-38.726741790771484,49.74856185913086,-44.01255798339844,14.895480155944824,-16.7042179107666,19.72047996520996,-22.02861213684082,-11.95649528503418,-23.92637062072754,-10.423434257507324,-2.893789052963257,1.6167991161346436,-18.075084686279297,0.2674805819988251,0.29470503330230713,0.30253052711486816,0.26167139410972595,0.22590024769306183,0.24417105317115784,0.24113522469997406,0.23412543535232544,0.2611997723579407,0.32498109340667725,0.4939784109592438,0.41079574823379517,22.443454321109098,11.320972715542474,12.05609022890806,17.558841648080026,23.424345909729876,20.993072546956196,22.49628135894541,0.2449066442087156,discomfort
-366.2728271484375,-10.215075492858887,-20.344778060913086,-10.367254257202148,-15.470763206481934,15.453103065490723,-20.729942321777344,1.0543195009231567,-14.680024147033691,-3.993293285369873,-9.939946174621582,3.426013708114624,1.944221019744873,0.3527551293373108,0.42909905314445496,0.4661044478416443,0.5335768461227417,0.6401020288467407,0.4953218102455139,0.44016382098197937,0.43480953574180603,0.4045700132846832,0.3865073621273041,0.35529133677482605,0.3346598446369171,26.55997890566616,9.962868413734695,13.20031135013253,16.1501949832273,17.845676367512734,17.784692458990264,20.637589345640365,0.36734573929398145,discomfort
-173.24754333496094,36.70371627807617,-32.522823333740234,-27.859994888305664,-25.35438346862793,7.247931480407715,-13.135076522827148,-3.7510359287261963,-12.470634460449219,-8.514729499816895,-12.756597518920898,-5.494614124298096,7.749850749969482,0.24811652302742004,0.24511294066905975,0.21904879808425903,0.2128504514694214,0.3008776903152466,0.46811649203300476,0.5644655823707581,0.3505557179450989,0.19469322264194489,0.14634016156196594,0.1601020246744156,0.1959768682718277,12.777914120102103,11.061760867826221,13.586126171999249,21.0927541003841,24.103051181359856,19.37711663595177,19.321729356999285,0.2098455255681818,discomfort
-478.51837158203125,54.538360595703125,8.21546745300293,23.64882469177246,-4.451490879058838,12.255853652954102,-6.322890758514404,4.39019250869751,-6.464849472045898,-2.1826322078704834,-7.276689052581787,7.046669006347656,6.871450901031494,0.3671385645866394,0.2905828356742859,0.32780149579048157,0.3955828547477722,0.31017032265663147,0.3099132478237152,0.32209905982017517,0.5080638527870178,0.5651583671569824,0.4372456967830658,0.3567745089530945,0.3975643217563629,29.081161458060663,11.475636451358794,15.17084979202688,17.556786149097658,19.374914847896658,17.583531433584668,18.83697330406941,0.22082633615654207,discomfort
